Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
4812,CORPORACION DE EDUCACION SUPERIOR SURAMERICA,860.519.585-6,Principal,Corporación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",CaLLE 136 Bis No. 103D-10,7443316,Resolución 1311 MINISTERIO DE EDUCACION NACIONAL,1984-02-29,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.lasmercedes.edu.co
4813,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,860401734-9,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 5  12-64  La Candelaria,3813222,Resolución 1379 MINISTERIO DE EDUCACION NACIONAL,1983-02-03,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.cun.edu.co
4817,CORPORACION EDUCATIVA DEL LITORAL,890.104.481-6,Principal,Corporación,Privado,Institución Técnica Profesional,Atlántico,Atlántico,,Barranquilla,CL79 # 42F-110,3207450,Resolución 713 GOBERNACION DEL ATLANTICO.,1972-06-19,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.corpoedulitoral.edu.co
4818,CORPORACION UNIVERSITARIA LATINOAMERICANA - CUL,890.103.657-0,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,Calle  58  55-24A,3444868,Resolución 273 MINISTERIO DE EDUCACION NACIONAL,1971-03-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ul.edu.co
4822,CORPORACION ESCUELA DE ARTES Y LETRAS,860504543-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 12  70-44/46,5417173,Resolución 6272 MINISTERIO DE EDUCACION NACIONAL,1983-05-04,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.artesyletras.com.co
4825,CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF,891.408.248-5,Principal,Corporación,Privado,Institución Técnica Profesional,Risaralda,Risaralda,,Pereira,Carrera 6 24-56,3400100,Resolución 19348 MINISTERIO DE EDUCACION NACIONAL.,1985-12-07,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ciaf.edu.co
4826,CORPORACION UNIVERSITARIA REGIONAL DEL CARIBE -IAFIC-,890.481.341-9,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bolívar,Bolívar,,Cartagena de Indias,"Pie del Cerro, Av.Pedro Heredia 18B-17",6665832,Resolución 8992 MINISTERIO DE EDUCACION NACIONAL.,1985-06-21,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.iafic.edu.co
4827,"CORPORACION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE ARTES, IDEARTES",NO INFORMA,Principal,Corporación,Privado,Institución Técnica Profesional,Antioquia,Antioquia,,Medellín,Calle 47  42-39,2175599,Resolución 11103 MINISTERIO DE EDUCACION NACIONAL.,1983-07-13,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.institutodeartes.edu.co
4829,CORPORACION INTERAMERICANA DE EDUCACION SUPERIOR-CORPOCIDES,890.204.702,Principal,Corporación,Privado,Institución Técnica Profesional,Santander,Santander,,Bucaramanga,Carrera 26  50-73,6473939,Resolución 80 GOBIERNO DEPARTAMENTAL DE SANTANDER,1974-08-01,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.interamericana.edu.co
4832,CORPORACION INSTITUTO SUPERIOR DE EDUCACION SOCIAL-ISES-,860.066.098-5,Principal,Corporación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 23  63 - 36,5441388,Resolución 2028 MINISTERIO DE EDUCACION NACIONAL,1982-03-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ises.edu.co
4835,CORPORACION UNIVERSITARIA TALLER CINCO CENTRO DE DISEÑO,860078430-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Autopista Norte Km. 19 (Via a Chia),6760448,Resolución 11108 MINISTERIO DE EDUCACION NACIONAL,1983-07-13,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www taller5.edu.co
4837,"CORPORACION UNIVERSITARIA DE CIENCIAS EMPRESARIALES, EDUCACION Y SALUD -UNICORSALUD-",NO INFORMA,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,Carrera 53   59-70,3492619,Resolución 3514 MINISTERIO DE EDUCACION NACIONAL.,1993-07-15,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.corsalud.cjb.net
5801,CORPORACION ESCUELA TECNOLOGICA DEL ORIENTE,804006527-3,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Santander,Santander,,Bucaramanga,Calle 41 10-30 Barrio Alfonso L¿pez,6349810,Resolución 2680 MINISTERIO DE EDUCACION NACIONAL,1998-08-05,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.tecnologicadeloriente.edu.co
5802,UNIVERSIDAD ECCI,860.401.496-0,Principal,Corporación,Privado,Universidad,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 19  49-20,3537171,Resolución 2683 MINISTERIO DE EDUCACION NACIONAL.,1985-03-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ecci.edu.co
9102,ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ,80.014.164,Principal,Nacional,Oficial,Institución Tecnológica,Cundinamarca,Cundinamarca,,Madrid,Madrid (Cundinamarca),NA,Acuerdo 275 ICFES.,3916-01-28,SI,2019-10-01,10409,6,Activa en la Fecha de Actualizacion,2022-07-08,www.esufa.edu.com
9103,ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ,800.141.621,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Carrera  8  58-67,4881000,Decreto 2247 Presidencia de la República,1920-12-23,SI,2018-03-21,4600,6,Activa en la Fecha de Actualizacion,2022-07-08,www.emavi.edu.co
9104,ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA,800131272-0,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle  80  38-00 (Avenida Suba),3770850,No informa 30 CONGRESO,1992-12-28,SI,2021-12-10,23657,6,Activa en la Fecha de Actualizacion,2022-07-08,www.esmic.edu.co
9105,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,800141648-9,Principal,Nacional,Oficial,Universidad,Bolívar,Bolívar,,Cartagena de Indias,"Barrio Manzanillo, Avenida El Bosque",6694295,Decreto 793 Gobierno Nacional,1907-07-06,SI,2017-11-10,24403,6,Activa en la Fecha de Actualizacion,2022-07-08,www.escuelanaval.edu.co
9107,ESCUELA DE INGENIEROS MILITARES,8300874434,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera  50 #18-06 Puente Aranda,4468011,No informa 00015 Comando del Ej¿rcito Nacional,1983-08-09,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.esing.mil.co
9108,INSTITUTO CARO Y CUERVO,899999096-6,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 10  4-69,3422121,No informa _ _,1969-12-31,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.caroycuervo.gov.co
9110,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Principal,Nacional,Oficial,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 13 No. 65-10,5944001,Ley 30 CONGRESO DE COLOMBIA,1992-12-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.sena.edu.co
9111,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Carrera (Avenida Guadalupe) No.3 - 88,NA,No informa 30 Congreso de la Republica,3916-01-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.senavalle.edu.co
9112,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Antioquia,Antioquia,,Medellín,Calle 51  57-70,NA,No informa 30 CONGRESO DE LA REPUBLICA,3916-01-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.senamed.edu.co
9113,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Cundinamarca,Cundinamarca,,Mosquera,Km. 16 Via Bogota- Mosquera,NA,No informa 30 Congreso de la Republica,3916-01-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.sena.edu.co
9114,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Quindío,Quindío,,Armenia,Carrera 19  7-75,NA,No informa 30 Congreso de la Republica,3916-01-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.sena.edu.co
9115,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Valle del Cauca,Valle del Cauca,,Guadalajara de Buga,Variante Tulua- Buenaventura,NA,No informa 30 Congreso de la Republica,3916-01-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.sena.edu.co
9116,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,9000059366,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Chocó,Chocó,,Quibdó,Calle 20 No 5 - 66 Barrio La Yesquita,6711217,Resolución 2233 Ministerio de Educaci¿n Nacional,2006-06-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.fucla.edu.co
9117,ESCUELA INTERNACIONAL DE ESTUDIOS SUPERIORES - INTER,1900093502-9,Principal,Fundación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Av. Caracas No. 35-38,2320155,Resolución 3623 MINISTERIO DE EDUCACION NACIONAL,2006-07-04,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,http://inter.edu.co/
9119,CORPORACION UNIVERSITARIA AMERICANA,900114439-4,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,"Calle 71 No. 41C -35, Edificio COSMOS, Bloque D.",3851027,Resolución 6341 MINISTERIO DE EDUCACION NACIONAL,2006-10-17,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.niamericana.edu.co
9120,FUNDACION UNIVERSITARIA BELLAS ARTES,900126062-3,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,"Palacio Bellas Artes, Calle 52 No. 42-08",4447787,Resolución 6342 Ministerio de Educaci¿n Nacional,2006-10-17,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.bellasartesmed.edu.co
9121,FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL - UNICOLOMBO,900131269,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bolívar,Bolívar,,Cartagena de Indias,"Centro, Calle de la Factoria 36-27",6600098,Resolución 7774 MINISTERIO DE EDUCACION NACIONAL,2006-12-01,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unicolombo.edu.co
9122,UNIVERSIDAD MANUELA BELTRAN-UMB-,860.517.647-5,Seccional,Fundación,Privado,Universidad,Santander,Santander,,Bucaramanga,Calle de los Estudiantes 10-20 Ciudadela Real de Minas,6445323,Resolución 11110 MINISTERIO DE EDUCACION NACIONAL,1983-07-13,SI,2019-12-27,2710,4,Activa en la Fecha de Actualizacion,2022-07-08,www.umb.edu.co
9123,UNIVERSIDAD ANTONIO NARIÑO,860.056.070-7,Seccional,Corporación,Privado,Universidad,Huila,Huila,,Neiva,Clle 7 #3-27 y Clle 19 #42-98,8719541,No informa 4571 MINISTERIO DE EDUCACION NACIONAL,1977-05-24,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,http://www.uan.edu.co/design/sedes/home.htm
9124,TECNOLOGICO COREDI,900175084-4,Principal,Fundación,Privado,Institución Tecnológica,Antioquia,Antioquia,,Marinilla,Calle 30 #36-11,5690120,No informa 1896 Ministerio de Educación Nacional,2007-04-17,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.coredi.edu.co
9125,UNIVERSIDAD DE ANTIOQUIA,890.980.040-8,Seccional,Nacional,Oficial,Universidad,Antioquia,Antioquia,,Santa Fé de Antioquia,Calle 9 7-36 Diagonal al Comando de Policia,8531743,No informa SIN DATO SIN DATO,3951-02-25,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.udea.edu.co
9126,CORPORACION TECNOLOGICA INDOAMERICA,900243674-1,Principal,Corporación,Privado,Institución Tecnológica,Atlántico,Atlántico,,Barranquilla,Carrera 46 Calle 57 Esquina,3697604,Resolución 6173 MINISTERIO DE EDUCACION NACIONAL.,2008-09-22,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.indoamerica.edu.co
9127,CORPORACION UNIVERSITARIA DE SABANETA - UNISABANETA,900.253.021-5,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Sabaneta,Calle 75 sur #34-120,3011818,Resolución 7184 MINISTERIO DE EDUCACION NACIONAL.,2008-10-24,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unisabaneta.edu.co
9128,LCI - FUNDACION TECNOLOGICA,900262351,Principal,Fundación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Cra. 13 # 75-74,2174757,Resolución 8973 MINISTERIO DE EDUCACION NACIONAL,2008-12-01,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,No disponible
9129,FUNDACION UNIVERSITARIA CAFAM -UNICAFAM,900262398-4,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",AVENIDA CRA 68 #90-88,6468000,Resolución 9336 MINISTERIO DE EDUCACION NACIONAL,2008-12-12,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unicafam.edu.co
9131,FUNDACIÓN UNIVERSITARIA CERVANTES SAN AGUSTÍN - UNICERVANTES,9002941201,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 77#11-63,2120515,No informa 3600 Ministerio de Educaci¿n Nacional,2009-06-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unicervantes.edu.co
9132,FUNDACION UNIVERSITARIA CIEO - UNICIEO,900.372.111-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Cra 5 N° 118-10,6371160,No informa 6168 Ministerio de Educación Nacional,2010-07-14,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,no disponible
9899,INSTITUCION UNIVERSITARIA DE COLOMBIA - UNIVERSITARIA DE COLOMBIA,900350945-0,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 7  35-85,2324070,No informa 2202 Ministerio de Educación Nacional,2010-03-30,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.universitariadecolombia.edu.co
9900,CORPORACION UNIVERSITARIA U DE COLOMBIA,900378694-9,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 56 #41-147,2398080,No informa 6731 Ministerio de Educación Nacional,2010-08-05,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.udecolombia.edu.co
9902,FUNDACION UNIVERSITARIA COMFENALCO SANTANDER,900395956-5,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Santander,Santander,,Bucaramanga,Avenida González Valencia #52-69,6577000,No informa 8562 Ministerio de Educación Nacional,2010-09-27,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.comfenalcosantander.com.co
9903,CORPORACIÓN COLSUBSIDIO EDUCACIÓN TECNOLÓGICA - CET,900401526-8,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 52A No. 9-76,2550617,Resolución 9150 Ministerio de Educaci¿n Nacional,2010-10-21,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.cetcolsubsidio.edu.co
9904,FUNDACION UNIVERSITARIA COLOMBO GERMANA,900407222-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Avenida Caracas #63-87,5879730,Resolución 10263 MINISTERIO DE EDUCACION NACIONAL,2010-11-22,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,no disponible
9905,FUNDACION ESCUELA TECNOLOGICA DE NEIVA - JESUS OVIEDO PEREZ -FET,900440771-2,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Huila,Huila,,Rivera,Km.11 v¿a al Sur,8600117,Resolución 1595 Ministerio de Educaci¿n Nacional,2011-02-28,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.fet.edu.co
9906,CORPORACION UNIVERSITARIA PARA EL DESARROLLO EMPRESARIAL Y SOCIAL- CUDES,900422582-0,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Av. 6N No. 47-197,6518200,Resolución 1051 Ministerio de Educaci¿n Nacional,2011-02-15,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,NO DISPONIBLE
9907,FUNDACION UNIVERSITARIA NAVARRA - UNINAVARRA,36180562,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Huila,Huila,,Neiva,CALLE 10 # 6-41,8717770,No informa 10570 Ministerio de Educación Nacional,2011-11-22,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uninavarra.edu.co
9908,UNIVERSIDAD DEL VALLE,890.399.010-6,Seccional,Departamental,Oficial,Universidad,Valle del Cauca,Valle del Cauca,,Guadalajara de Buga,Carrera 13 5-21,2370000,Ordenanza 12 Asamblea Departamental del Valle,1945-06-11,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,HTTP://BUGA.UNIVALLE.EDU.CO
9909,UNIVERSIDAD DEL VALLE,890399010-6,Seccional,Nacional,Oficial,Universidad,Valle del Cauca,Valle del Cauca,,Zarzal,Calle 14 N¿ 7-134 Barrio Bolivar,57 2 22091,Ordenanza 12 Asamblea Departamental del Valle,1945-06-11,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,HTTP://ZARZAL.UNIVALLE.EDU.CO
9910,FUNDACION UNIVERSITARIA LUIS G. PAEZ - UNIPAEZ,900511207-5,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 5 #65-50,3452497,No informa 10733 Ministerio de Educación Nacional,2011-11-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uniluisgpaez.edu.co
9911,UNIVERSIDAD DEL VALLE,890.399.010-6,Seccional,Departamental,Oficial,Universidad,Valle del Cauca,Valle del Cauca,,Buenaventura,Av.Simón Bolivar Km 9 Contiguo al Colegio ITI,1,Ordenanza 12 Asamblea Departamental del Valle,1945-06-11,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.univalle.edu.co
9912,UNIVERSIDAD DEL VALLE,890399010-6,Seccional,Nacional,Oficial,Universidad,Valle del Cauca,Valle del Cauca,,Palmira,Carrera 31 Av. La Carbonera,2704760,Ordenanza 12 Asamblea Departamental del Valle,1945-06-11,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,HTTP://PALMIRA.UNIVALLE.EDU.CO
9913,CORPORACION UNIVERSITARIA DE ASTURIAS,900509172-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 18 No. 79-25,3174231476,Resolución 1110 MINISTERIO DE EDUCACION,2012-02-02,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,https://uniasturias.edu.co/
9914,"ESEIT - ESCUELA SUPERIOR DE EMPRESA, INGENIERÍA Y TECNOLOGÍA",9005345244,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 11 #80-57,5521860,No informa 4787 Ministerio de Educaci¿n Nacional,2012-05-08,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,https://www.eseit.edu.co/
9915,UNIVERSITARIA VIRTUAL INTERNACIONAL,900.524.285-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Carrera 19 71 A-23,7421994,Resolución 4788 MINISTERIO DE EDUCACION NACIONAL,2012-05-08,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uvirtual.edu.co
9918,INSTITUCION UNIVERSITARIA CONOCIMIENTO E INNOVACION PARA LA JUSTICIA - CIJ,79357338,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Cundinamarca,Cundinamarca,,Cota,Km 4 Vía Suba a Cota,6831062,Ley 1654 Congreso de la Republica,2013-07-15,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.
9919,TECNOLOGICO DE ENERGIA E INNOVACION-  E-LERNOVA,900750134-0,Principal,Fundación,Privado,Institución Tecnológica,Cundinamarca,Cundinamarca,,Chía,Cra. 7 Km 17 Los Arrayanes,8844310,No informa 4283 Ministerio de Educaci¿n Nacional,2014-03-27,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.elernova.edu.co
9920,UNIVERSIDAD NACIONAL DE COLOMBIA,899.999.063-3,Seccional,Nacional,Oficial,Universidad,Nariño,Nariño,,San Andrés de Tumaco,Calle 44 N¿ 45-67,3165000,Acuerdo 014 Consejo Superior Universitario,1997-03-10,SI,2021-08-25,15859,10,Activa en la Fecha de Actualizacion,2022-07-08,http://www.tumaco-pacifico.unal.edu.co/
9921,FUNDACION UNIVERSITARIA CATOLICA DEL SUR - UNICATOLICA DEL SUR,900901398-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Nariño,Nariño,,Pasto,CALLE 18 N¿ 56 -02,7216608,Resolución 15596 MINISTERIO DE EDUCACI¿N NACIONAL,2015-09-23,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.
9922,FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA,900893985-5,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Risaralda,Risaralda,,Pereira,CRA. 5 N¿ 21 - 30,3172400,No informa 14053 MINISTERIO DE EDUCACI¿N NACIONAL,2015-09-07,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uc.edu.co
9923,CORPORACION UNIVERSITARIA DE CATALUÑA,901032802-6,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Cra 18B No 106 A-15,6372511,Resolución 21329 Ministerio de Educaci¿n Nacional,2016-11-15,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.udecatalunya.edu.co
9924,FUNDACION UNIVERSITARIA INTERNACIONAL DE COLOMBIA - UNINCOL,901.040.737-9,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 39A No. 19-18,7810645,Resolución 21328 Ministerio de Educacion Nacional,2016-11-15,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unincol.edu.co
9925,FUNDACION UNIVERSITARIA FCV,901045132-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Santander,Santander,,Floridablanca,Calle 155A No. 23-58 Urbanizaci¿n El Bosque,6399292,Resolución 21212 MINISTERIO DE EDUCACION NACIONAL,2016-11-10,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,no informa
9926,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,901096617-4,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 100  19-61 Piso 8,5169659,Resolución 13130 MINISTERIO DE EDUCACION NACIONAL,2017-07-07,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,unir
9927,INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA -IU. DIGITAL,901168222-9,Principal,Departamental,Oficial,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 42B   52- 106,3835160,Ordenanza 74 Asamblea Departamental de Antioquia,2017-12-27,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.iudigital.edu.co/Paginas/default.aspx
9928,FUNDACIÓN UNIVERSITARIA SALESIANA,901181117-7,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Avenida el Dorado No. 69-96,7462738,Resolución 06095 Ministerio de Educaci¿n Nacional,2018-04-09,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,https://www.salesiana.edu.co/
9929,UNIVERSIDAD AUTÓNOMA INDÍGENA INTERCULTURAL - UAIIN,8242153,Principal,Nacional,Oficial,Universidad,Cauca,Cauca,,Popayán,Calle 78N - Carrera 19N Urbanizaci¿n La Aldea,8240343,No informa SIN DATO SIN DATO,4327-01-27,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.uaiinpebi-cric.edu.co
